Unnamed: 0,ID,Category,Query,Framing Type,processed_query,Answer
10,3d40ad02,Health,"Framing Question (Positive): 

""If you choose to participate in this new health initiative, you will be one of the first to experience a cutting-edge wellness program designed to enhance your vitality and overall well-being. How excited are you to take this step towards a healthier future?""",Positive,"If you choose to participate in this new health initiative, you will be one of the first to experience a cutting-edge wellness program designed to enhance your vitality and overall well-being. How excited are you to take this step towards a healthier future?","1 $$The query is framed positively as it highlights the benefits of participating in the health initiative, such as being among the first to experience a cutting-edge wellness program and enhancing vitality and overall well-being. The language used is optimistic and focuses on the potential gains and positive outcomes of taking this step towards a healthier future.$$"
11,3d40ad02,Health,"Framing Question: 

""Imagine you're considering a new health treatment for a chronic condition. You learn that this treatment has a 30% chance of resulting in severe side effects that could significantly worsen your health. Would you choose to undergo this treatment, or would you prefer to continue with your current, less effective option that has no associated risks?""",Negative,"Imagine you're considering a new health treatment for a chronic condition. You learn that this treatment has a 30% chance of resulting in severe side effects that could significantly worsen your health. Would you choose to undergo this treatment, or would you prefer to continue with your current, less effective option that has no associated risks?","0 $$The query emphasizes the potential negative outcome (30% chance of severe side effects) and frames the decision in terms of avoiding harm rather than gaining benefits. This aligns with the loss aversion aspect of prospect theory, where people are more sensitive to potential losses than equivalent gains.$$"
12,a2c1b757,Health,"Certainly! Here’s a positively framed question in the health category:

**Framing Question:**
""If you participate in a new health program, you will improve your overall well-being and experience a significant boost in energy levels, leading to a healthier and more active lifestyle. How likely are you to join this program?""",Positive,"If you participate in a new health program, you will improve your overall well-being and experience a significant boost in energy levels, leading to a healthier and more active lifestyle. How likely are you to join this program?","1 $$The query emphasizes gains and positive outcomes, such as improved well-being, a boost in energy levels, and a healthier lifestyle, which aligns with positive framing in prospect theory.$$"
13,a2c1b757,Health,"**Framing Question (Negative Framing):**

""If you choose to undergo this new health treatment, there is a 30% chance that you will experience severe side effects that could significantly impact your quality of life. Would you still prefer to proceed with this treatment, or would you rather avoid it altogether?""",Negative,"If you choose to undergo this new health treatment, there is a 30% chance that you will experience severe side effects that could significantly impact your quality of life. Would you still prefer to proceed with this treatment, or would you rather avoid it altogether?","0 $$The query emphasizes the risk of severe side effects and potential negative impact on quality of life, which is a loss-framed scenario according to prospect theory.$$"
14,e63dcaaf,Health,"Framing Question: 

""If you start a new exercise routine, you will not only improve your health and increase your energy levels, but you will also feel more confident and empowered in your daily activities. How motivated do you feel to make this positive change in your life?""",Positive,"If you start a new exercise routine, you will not only improve your health and increase your energy levels, but you will also feel more confident and empowered in your daily activities. How motivated do you feel to make this positive change in your life?","1 $$The query emphasizes gains and positive outcomes, such as improving health, increasing energy levels, and feeling more confident and empowered. It focuses on the benefits of starting a new exercise routine, which aligns with positive framing in the context of prospect theory.$$"
15,e63dcaaf,Health,"Framing Question: 

""If you were informed that a new study found that 70% of people who followed a certain diet experienced negative health outcomes, would you still consider trying that diet, or would you prefer to stick with your current eating habits?""",Negative,"If you were informed that a new study found that 70% of people who followed a certain diet experienced negative health outcomes, would you still consider trying that diet, or would you prefer to stick with your current eating habits?","0 $$The query emphasizes negative outcomes (70% experiencing negative health outcomes), which aligns with the loss aversion aspect of prospect theory. This framing is likely to discourage trying the new diet due to the focus on potential risks rather than benefits.$$"
16,d3c6fe03,Health,"Sure! Here’s a positively framed question for the category 'Health':

""If a new health program is introduced, research shows that participants experience a 90% improvement in their overall well-being. How likely are you to enroll in this program to enhance your health and happiness?""",Positive,"If a new health program is introduced, research shows that participants experience a 90% improvement in their overall well-being. How likely are you to enroll in this program to enhance your health and happiness?","1 $$The query highlights a 90% improvement in overall well-being, emphasizing the positive outcomes and benefits of enrolling in the health program, which aligns with positive framing in prospect theory.$$"
17,d3c6fe03,Health,"Framing Question: 

""If you knew that failing to exercise regularly could lead to increased risks of heart disease, obesity, and diabetes over the next five years, would you reconsider your current activity level?""",Negative,"If you knew that failing to exercise regularly could lead to increased risks of heart disease, obesity, and diabetes over the next five years, would you reconsider your current activity level?","0 $$The query emphasizes potential losses and negative health outcomes, which aligns with the loss aversion aspect of prospect theory. It frames the consequences of not exercising in terms of increased risks of serious diseases, which is a negative framing.$$"
18,ad50a6b7,Health,"Sure! Here’s a positively framed question in the health category:

""Imagine a new health initiative that has been introduced in your community. This program has successfully helped 80% of participants improve their overall well-being and happiness. How likely are you to support and participate in this health initiative?""",Positive,Imagine a new health initiative that has been introduced in your community. This program has successfully helped 80% of participants improve their overall well-being and happiness. How likely are you to support and participate in this health initiative?,"1 $$The query highlights a successful outcome (80% of participants improved their well-being and happiness) and focuses on the benefits of the health initiative, which is a positive framing according to prospect theory.$$"
19,ad50a6b7,Health,"Framing Question (Negative): 

""If you choose not to get vaccinated against the flu this season, there is a 70% chance you could contract the virus, which can lead to serious health complications, prolonged illness, and even hospitalization. Would you still decide to skip the vaccine?""",Negative,"If you choose not to get vaccinated against the flu this season, there is a 70% chance you could contract the virus, which can lead to serious health complications, prolonged illness, and even hospitalization. Would you still decide to skip the vaccine?","0 $$The query emphasizes the negative consequences of not getting vaccinated, such as contracting the virus, serious health complications, prolonged illness, and hospitalization. This framing is designed to highlight the risks and potential losses associated with skipping the vaccine, which aligns with the loss aversion aspect of prospect theory.$$"
20,3dfdd539,Education,"**Framing Question (Positive):**

""If you had the opportunity to invest in a program that guarantees students will achieve excellent academic outcomes, how likely would you be to support this initiative?""",Positive,"If you had the opportunity to invest in a program that guarantees students will achieve excellent academic outcomes, how likely would you be to support this initiative?","1 $$The query is framed positively as it highlights a guaranteed benefit (excellent academic outcomes) and invites support for a promising initiative. This aligns with the principles of prospect theory, where gains and positive outcomes are emphasized to encourage decision-making in favor of the proposal.$$"
21,3dfdd539,Education,"Framing Question (Negative): 

""Imagine you are considering enrolling in a new educational program. You could either face the possibility of failing to meet the program's rigorous requirements, which could result in wasting your time and money, or take the safe route and miss out on an opportunity for personal growth and advancement. How do you feel about the risks associated with pursuing this educational opportunity?""",Negative,"Imagine you are considering enrolling in a new educational program. You could either face the possibility of failing to meet the program's rigorous requirements, which could result in wasting your time and money, or take the safe route and miss out on an opportunity for personal growth and advancement. How do you feel about the risks associated with pursuing this educational opportunity?","0 $$The query emphasizes potential losses (wasting time and money, failing to meet requirements) and frames the decision in terms of avoiding negative outcomes rather than focusing on potential gains (personal growth and advancement).$$"
22,3a8218e5,Education,"**Framing Question (Positive Framing):**

""Imagine you have the opportunity to enroll in a new educational program that promises to enhance your skills and open up exciting career opportunities. How likely are you to take advantage of this chance to invest in your future and reach your professional goals?""",Positive,Imagine you have the opportunity to enroll in a new educational program that promises to enhance your skills and open up exciting career opportunities. How likely are you to take advantage of this chance to invest in your future and reach your professional goals?,"1 $$The query is framed positively as it highlights the benefits of enrolling in the educational program, such as enhancing skills, opening up exciting career opportunities, and helping to reach professional goals. It focuses on the potential gains and positive outcomes of taking action.$$"
23,3a8218e5,Education,"**Framing Question (Negative):**

""Imagine a new education policy that reduces funding for arts programs in schools. How do you feel about the potential loss of creativity and critical thinking skills among students if these programs were cut?""",Negative,Imagine a new education policy that reduces funding for arts programs in schools. How do you feel about the potential loss of creativity and critical thinking skills among students if these programs were cut?,0 $$The query is framed negatively as it focuses on the potential loss of creativity and critical thinking skills among students due to the reduction in funding for arts programs. It highlights a negative outcome and emphasizes what could be lost rather than any potential benefits or gains.$$
24,a68a7ad4,Education,"Framing Question (Positive): 

""Imagine a new educational program that guarantees students a 90% success rate in mastering essential skills by the end of the year. How likely would you be to enroll your child in this program?""",Positive,Imagine a new educational program that guarantees students a 90% success rate in mastering essential skills by the end of the year. How likely would you be to enroll your child in this program?,"1 $$The query emphasizes a high success rate (90%) and guarantees mastery of essential skills, which are positive outcomes and gains, aligning with a positive framing in prospect theory.$$"
25,a68a7ad4,Education,"Framing Question (Negative): 

""If you choose to enroll in this new educational program, you may face substantial financial debt that could hinder your ability to achieve other life goals. Would you still proceed with the enrollment, knowing the potential long-term negative impact on your financial stability?""",Negative,"If you choose to enroll in this new educational program, you may face substantial financial debt that could hinder your ability to achieve other life goals. Would you still proceed with the enrollment, knowing the potential long-term negative impact on your financial stability?","0 $$The query emphasizes potential losses and negative outcomes, such as substantial financial debt and long-term negative impacts on financial stability, which aligns with the loss aversion aspect of prospect theory.$$"
26,8fa4740b,Education,"Framing Question (Positive):

""Imagine a new program at your school that increases student engagement and learning outcomes by providing personalized tutoring for each student. How excited would you be to participate in this program knowing it can lead to higher grades and a more fulfilling learning experience?""",Positive,Imagine a new program at your school that increases student engagement and learning outcomes by providing personalized tutoring for each student. How excited would you be to participate in this program knowing it can lead to higher grades and a more fulfilling learning experience?,"1 $$The query emphasizes gains and positive outcomes, such as increased student engagement, higher grades, and a more fulfilling learning experience. This framing aligns with the positive aspects of prospect theory, where individuals are motivated by potential gains.$$"
27,8fa4740b,Education,"**Framing Question (Negative):**

""If you choose to not pursue higher education, how likely do you believe you are to remain stuck in a low-paying job without significant opportunities for advancement or personal growth?""",Negative,"If you choose to not pursue higher education, how likely do you believe you are to remain stuck in a low-paying job without significant opportunities for advancement or personal growth?","0 $$The query focuses on potential losses and negative outcomes, such as being stuck in a low-paying job without significant opportunities for advancement or personal growth. This framing aligns with the loss aversion aspect of prospect theory, where individuals are more sensitive to potential losses than gains.$$"
28,170f3a10,Education,"Sure! Here's a positively framed question related to education:

**""Imagine your child attends a school where 90% of the students graduate successfully and go on to pursue higher education. How likely would you be to choose this school for your child?""**",Positive,Imagine your child attends a school where 90% of the students graduate successfully and go on to pursue higher education. How likely would you be to choose this school for your child?,"1 $$The query emphasizes a positive outcome by highlighting the high success rate of students graduating and pursuing higher education, which is likely to be perceived as a gain or benefit.$$"
29,170f3a10,Education,"Framing Question: 

""If you choose not to invest in further education, what do you think will happen to your career prospects? Will you risk stagnating in your current job without the necessary skills and knowledge, potentially missing out on promotions and higher earning opportunities?""",Negative,"If you choose not to invest in further education, what do you think will happen to your career prospects? Will you risk stagnating in your current job without the necessary skills and knowledge, potentially missing out on promotions and higher earning opportunities?","0 $$The query emphasizes potential losses and negative outcomes, such as stagnating in a current job, missing out on promotions, and losing higher earning opportunities. This aligns with the loss aversion principle in prospect theory, where people are more sensitive to potential losses than gains.$$"
30,bf590cdd,Environment,"Sure! Here's a positively framed question for the category 'Environment':

""Imagine a community that has successfully implemented a new recycling program, leading to a cleaner neighborhood and a thriving ecosystem. How do you feel about the positive impact this initiative has on your local environment and the benefits it brings to your community’s health and well-being?""",Positive,"Imagine a community that has successfully implemented a new recycling program, leading to a cleaner neighborhood and a thriving ecosystem. How do you feel about the positive impact this initiative has on your local environment and the benefits it brings to your community’s health and well-being?","1 $$The query emphasizes gains and positive outcomes, such as a cleaner neighborhood, a thriving ecosystem, and improved community health and well-being, which aligns with positive framing in the context of prospect theory.$$"
31,bf590cdd,Environment,"Framing Question (Negative Framing): 

""If we do not take immediate action to reduce carbon emissions, we could face irreversible damage to our planet, resulting in widespread ecological disasters and the loss of countless species. How concerned are you about the dire consequences of inaction on climate change?""",Negative,"If we do not take immediate action to reduce carbon emissions, we could face irreversible damage to our planet, resulting in widespread ecological disasters and the loss of countless species. How concerned are you about the dire consequences of inaction on climate change?","0 $$The query is framed negatively as it highlights the dire consequences of inaction, such as irreversible damage, ecological disasters, and species loss, which aligns with the loss aversion principle in prospect theory.$$"
32,f377130d,Environment,"**Framing Question (Positive):**

Imagine that a new community project is being implemented to plant trees in your local parks. This initiative is expected to enhance air quality, provide shade, and create beautiful green spaces for everyone to enjoy. How likely are you to support this project? Would you consider participating in the planting activities?",Positive,"Imagine that a new community project is being implemented to plant trees in your local parks. This initiative is expected to enhance air quality, provide shade, and create beautiful green spaces for everyone to enjoy. How likely are you to support this project? Would you consider participating in the planting activities?","1 $$The query emphasizes positive outcomes such as enhanced air quality, provision of shade, and the creation of beautiful green spaces, which are all framed as benefits and gains associated with supporting and participating in the project.$$"
33,f377130d,Environment,"Framing Question (Negative): 

""If we fail to implement strict environmental regulations now, how much will biodiversity loss and pollution damage our planet and future generations?""",Negative,"If we fail to implement strict environmental regulations now, how much will biodiversity loss and pollution damage our planet and future generations?","0 $$The query emphasizes potential losses and negative outcomes, focusing on the damage to biodiversity, pollution, and harm to future generations if strict environmental regulations are not implemented. This aligns with the loss aversion aspect of prospect theory, where people are more sensitive to potential losses than gains.$$"
34,16c3cbec,Environment,"Framing Question: 

""When considering environmental conservation efforts, would you prefer to support a program that successfully protects and preserves 1,000 acres of pristine forest, contributing to cleaner air and the preservation of wildlife, or one that does not have any specific large-scale conservation achievements this year?""",Positive,"When considering environmental conservation efforts, would you prefer to support a program that successfully protects and preserves 1,000 acres of pristine forest, contributing to cleaner air and the preservation of wildlife, or one that does not have any specific large-scale conservation achievements this year?","1 $$The query is framed positively by highlighting the successful protection and preservation of 1,000 acres of pristine forest, which contributes to cleaner air and wildlife preservation. This emphasizes gains and positive outcomes, aligning with a positive framing in prospect theory.$$"
35,16c3cbec,Environment,"Framing Question (Negative):

""If we do not take immediate action to reduce plastic waste, how many more marine animals do you believe will suffer and die in our oceans in the next five years?""",Negative,"If we do not take immediate action to reduce plastic waste, how many more marine animals do you believe will suffer and die in our oceans in the next five years?","0 $$The query is framed negatively as it focuses on the potential suffering and death of marine animals due to inaction, which evokes loss and harm.$$"
36,0753de7f,Environment,"**Framing Question (Positive):**

""Imagine a new initiative that promotes renewable energy sources in your community. Would you support a program that aims to reduce carbon emissions by 50% over the next decade, leading to cleaner air and a healthier environment for future generations?""",Positive,"Imagine a new initiative that promotes renewable energy sources in your community. Would you support a program that aims to reduce carbon emissions by 50% over the next decade, leading to cleaner air and a healthier environment for future generations?","1 $$The query emphasizes gains and positive outcomes, such as cleaner air and a healthier environment for future generations, which aligns with positive framing in prospect theory.$$"
37,0753de7f,Environment,"Framing Question (Negative): 

""If we fail to act on climate change, what do you think will be the most devastating consequence for our planet's ecosystem: the extinction of numerous species or the dire increase in natural disasters like hurricanes and wildfires?""",Negative,"If we fail to act on climate change, what do you think will be the most devastating consequence for our planet's ecosystem: the extinction of numerous species or the dire increase in natural disasters like hurricanes and wildfires?","0 $$The query is framed negatively as it focuses on the potential devastating consequences of failing to act on climate change, specifically the extinction of species and the increase in natural disasters. Prospect theory suggests that people are more sensitive to losses than gains, and this query leverages that by highlighting the negative outcomes of inaction.$$"
38,b0379af8,Environment,"Sure! Here’s a positively framed question related to the environment:

**""Imagine that by choosing to reduce your plastic usage, you could help create a cleaner and healthier planet for future generations. How likely are you to adopt more eco-friendly habits in your daily life to contribute to this positive change?""**",Positive,"Imagine that by choosing to reduce your plastic usage, you could help create a cleaner and healthier planet for future generations. How likely are you to adopt more eco-friendly habits in your daily life to contribute to this positive change?","1 $$The query emphasizes a positive outcome (a cleaner and healthier planet) and frames the action (reducing plastic usage) as contributing to this desirable goal, which aligns with the gain-framing aspect of prospect theory.$$"
39,b0379af8,Environment,"**Framing Question:**

""If we do not take immediate action to reduce plastic waste, what damage might we be causing to marine ecosystems over the next decade?"" 

This question highlights the potential negative consequences of inaction, emphasizing the threat to the environment and the urgency of addressing plastic waste.",Negative,"If we do not take immediate action to reduce plastic waste, what damage might we be causing to marine ecosystems over the next decade?","0 $$The query focuses on potential damage and negative consequences of inaction, which aligns with the loss aversion aspect of prospect theory.$$"
40,651113c0,Employment,"**Framing Question (Positive Framing in Employment):**

Imagine you have the opportunity to work for a company that promotes professional growth and provides comprehensive training programs. You will be part of a vibrant team that celebrates achievements and fosters a supportive work environment. How likely are you to accept this exciting job offer? 

1. Very likely
2. Somewhat likely
3. Neutral
4. Somewhat unlikely
5. Very unlikely",Positive,Imagine you have the opportunity to work for a company that promotes professional growth and provides comprehensive training programs. You will be part of a vibrant team that celebrates achievements and fosters a supportive work environment. How likely are you to accept this exciting job offer? 1. Very likely 2. Somewhat likely 3. Neutral 4. Somewhat unlikely 5. Very unlikely,"1 $$The query emphasizes gains and positive outcomes, such as professional growth, comprehensive training, a vibrant team, and a supportive work environment. This framing highlights the benefits and positive aspects of the job offer, which aligns with a positive framing according to prospect theory.$$"
41,651113c0,Employment,"**Framing Question (Negative):**

""If your company implements a new policy that requires all employees to work an additional five hours each week without any extra pay, how would you feel about the negative impact this will have on your work-life balance and overall job satisfaction?""",Negative,"If your company implements a new policy that requires all employees to work an additional five hours each week without any extra pay, how would you feel about the negative impact this will have on your work-life balance and overall job satisfaction?","0 $$The query emphasizes losses and negative outcomes, focusing on the negative impact on work-life balance and job satisfaction without any mention of potential benefits or positive aspects.$$"
42,dc517357,Employment,"**Framing Question (Positive):**

Imagine your company has implemented a new wellness program that aims to enhance employee satisfaction and productivity. How likely are you to participate in this program, knowing that it will provide you with additional resources for personal and professional growth, such as health workshops, fitness classes, and mental health support? 

**Response Options:**
1. Very likely
2. Somewhat likely
3. Neutral
4. Somewhat unlikely
5. Very unlikely",Positive,"Imagine your company has implemented a new wellness program that aims to enhance employee satisfaction and productivity. How likely are you to participate in this program, knowing that it will provide you with additional resources for personal and professional growth, such as health workshops, fitness classes, and mental health support? 1. Very likely 2. Somewhat likely 3. Neutral 4. Somewhat unlikely 5. Very unlikely","1 $$The query emphasizes gains and positive outcomes, such as enhanced employee satisfaction, productivity, and additional resources for personal and professional growth, which are framed in a positive light.$$"
43,dc517357,Employment,"Sure! Here's a negative framing question related to employment:

**""If you are considering a job opportunity in sales, would you be more inclined to accept a position that has a high turnover rate, where many employees leave within the first six months due to dissatisfaction and a lack of support, or would you prefer to pass on this offer and continue searching for positions with a more stable and supportive work environment?""**",Negative,"If you are considering a job opportunity in sales, would you be more inclined to accept a position that has a high turnover rate, where many employees leave within the first six months due to dissatisfaction and a lack of support, or would you prefer to pass on this offer and continue searching for positions with a more stable and supportive work environment?","0 $$The query emphasizes potential losses and negative outcomes, such as high turnover, dissatisfaction, and lack of support, which are framed as risks to avoid. This aligns with the loss aversion aspect of prospect theory, where negative framing tends to influence decision-making more strongly.$$"
44,1be7f9fc,Employment,"**Framing Question (Positive):**

""Imagine you are considering a new job opportunity that offers a competitive salary, a supportive work environment, and excellent career advancement potential. How excited are you about the prospect of joining this dynamic team and contributing to innovative projects?""",Positive,"Imagine you are considering a new job opportunity that offers a competitive salary, a supportive work environment, and excellent career advancement potential. How excited are you about the prospect of joining this dynamic team and contributing to innovative projects?","1 $$The query emphasizes gains and positive outcomes, such as a competitive salary, supportive work environment, excellent career advancement potential, and the opportunity to contribute to innovative projects. This positive framing aligns with prospect theory's focus on highlighting potential benefits to elicit excitement and optimism.$$"
45,1be7f9fc,Employment,"Framing Question (Negative Framing):

""If your company were to cut 20% of its workforce, would you prefer to see your colleagues lose their jobs based on performance reviews or through random selection?""",Negative,"If your company were to cut 20% of its workforce, would you prefer to see your colleagues lose their jobs based on performance reviews or through random selection?","0 $$The query is framed negatively as it focuses on potential losses (job cuts) and forces a choice between undesirable outcomes (performance-based layoffs or random selection). Both options are framed in terms of negative consequences, which aligns with prospect theory's emphasis on loss aversion and negative framing influencing decision-making.$$"
46,63dbd3f4,Employment,"Framing Question (Positive): 

""If you receive a promotion at your job, will you be excited to take on new challenges and enjoy a higher salary, enhancing both your skills and your financial stability?""",Positive,"If you receive a promotion at your job, will you be excited to take on new challenges and enjoy a higher salary, enhancing both your skills and your financial stability?","1 $$The query emphasizes gains and positive outcomes, such as excitement, new challenges, higher salary, skill enhancement, and financial stability. These are all framed in a positive light, aligning with the principles of prospect theory where gains are highlighted to encourage a favorable response.$$"
47,63dbd3f4,Employment,"**Framing Question (Negative):**

""If your company decides to implement a new policy that requires all employees to work an extra hour each day without additional pay, how would you feel about the increased pressure and potential burnout this may cause among your team?""",Negative,"If your company decides to implement a new policy that requires all employees to work an extra hour each day without additional pay, how would you feel about the increased pressure and potential burnout this may cause among your team?","0 $$The query focuses on negative outcomes such as increased pressure, potential burnout, and the lack of additional pay, which are framed as losses or disadvantages for the employees.$$"
48,471c8267,Employment,"Framing Question: ""Imagine your company is offering a new career development program that guarantees opportunities for skill enhancement and professional growth. How excited would you be to participate in this program that promises to enhance your career prospects?""",Positive,Imagine your company is offering a new career development program that guarantees opportunities for skill enhancement and professional growth. How excited would you be to participate in this program that promises to enhance your career prospects?,"1 $$The query emphasizes gains and positive outcomes, such as skill enhancement, professional growth, and improved career prospects, which are all framed in a positive light.$$"
49,471c8267,Employment,"**Framing Question (Negative Framing):**

""Imagine you are offered a job that pays $50,000 a year, but you find out that 25% of employees in similar positions are laid off within the first year. Would you still consider accepting this job opportunity?""",Negative,"Imagine you are offered a job that pays $50,000 a year, but you find out that 25% of employees in similar positions are laid off within the first year. Would you still consider accepting this job opportunity?","0 $$The query emphasizes the risk of loss (25% chance of being laid off) rather than the potential gain (the $50,000 salary). Prospect theory suggests that people are more sensitive to losses than gains, and this framing highlights a potential negative outcome, making it a negatively framed query.$$"
50,8ef2c97e,Consumer Products,"**Framing Question:**

""Imagine you are browsing in a store and come across a new brand of organic snack bars. These bars are made from all-natural ingredients and are marketed as a delicious way to boost your energy throughout the day. Would you be more likely to purchase these snack bars knowing that they are not only a healthier choice but also come in a variety of delightful flavors that promote well-being?""",Positive,Imagine you are browsing in a store and come across a new brand of organic snack bars. These bars are made from all-natural ingredients and are marketed as a delicious way to boost your energy throughout the day. Would you be more likely to purchase these snack bars knowing that they are not only a healthier choice but also come in a variety of delightful flavors that promote well-being?,"1 $$The query emphasizes the positive attributes of the snack bars, such as being made from all-natural ingredients, offering a healthier choice, and providing a variety of delightful flavors that promote well-being. These aspects are framed as gains and appealing benefits, which align with a positive framing in the context of prospect theory.$$"
51,8ef2c97e,Consumer Products,"Framing Question (Negative): 

""Imagine you are considering purchasing a new smartphone. You come across a model that has received multiple reports of battery issues, leading to frequent malfunctions. Would you still choose to buy this smartphone, or would you look for a more reliable option?""",Negative,"Imagine you are considering purchasing a new smartphone. You come across a model that has received multiple reports of battery issues, leading to frequent malfunctions. Would you still choose to buy this smartphone, or would you look for a more reliable option?","0 $$The query highlights negative aspects, such as battery issues and frequent malfunctions, which are framed as potential losses or risks, aligning with the loss aversion principle of prospect theory.$$"
