Unnamed: 0,ID,Category,Query,Framing Type,processed_query,Answer
10,3d40ad02,Health,"Framing Question (Positive): 

""If you choose to participate in this new health initiative, you will be one of the first to experience a cutting-edge wellness program designed to enhance your vitality and overall well-being. How excited are you to take this step towards a healthier future?""",Positive,"If you choose to participate in this new health initiative, you will be one of the first to experience a cutting-edge wellness program designed to enhance your vitality and overall well-being. How excited are you to take this step towards a healthier future?","1 $$The query is framed positively as it highlights potential gains and emphasizes the benefits of participating in the new health initiative, such as experiencing a cutting-edge wellness program and taking a step towards a healthier future.$$"
11,3d40ad02,Health,"Framing Question: 

""Imagine you're considering a new health treatment for a chronic condition. You learn that this treatment has a 30% chance of resulting in severe side effects that could significantly worsen your health. Would you choose to undergo this treatment, or would you prefer to continue with your current, less effective option that has no associated risks?""",Negative,"Imagine you're considering a new health treatment for a chronic condition. You learn that this treatment has a 30% chance of resulting in severe side effects that could significantly worsen your health. Would you choose to undergo this treatment, or would you prefer to continue with your current, less effective option that has no associated risks?","0 $$The query is framed negatively as it emphasizes the potential severe side effects and risks associated with the new health treatment, which could worsen the patient's health. This framing encourages loss aversion, a key principle of prospect theory, where people tend to prefer avoiding losses to acquiring equivalent gains.$$"
12,a2c1b757,Health,"Certainly! Here’s a positively framed question in the health category:

**Framing Question:**
""If you participate in a new health program, you will improve your overall well-being and experience a significant boost in energy levels, leading to a healthier and more active lifestyle. How likely are you to join this program?""",Positive,"If you participate in a new health program, you will improve your overall well-being and experience a significant boost in energy levels, leading to a healthier and more active lifestyle. How likely are you to join this program?","1 $$The query is framed positively because it emphasizes the potential gains and positive outcomes, such as improved overall well-being, a significant boost in energy levels, and a healthier and more active lifestyle, that can be achieved by participating in the new health program.$$"
13,a2c1b757,Health,"**Framing Question (Negative Framing):**

""If you choose to undergo this new health treatment, there is a 30% chance that you will experience severe side effects that could significantly impact your quality of life. Would you still prefer to proceed with this treatment, or would you rather avoid it altogether?""",Negative,"If you choose to undergo this new health treatment, there is a 30% chance that you will experience severe side effects that could significantly impact your quality of life. Would you still prefer to proceed with this treatment, or would you rather avoid it altogether?","0 $$The query is framed negatively because it focuses on the potential 30% chance of severe side effects and their impact on the person's quality of life, which could discourage the individual from choosing the treatment.$$"
14,e63dcaaf,Health,"Framing Question: 

""If you start a new exercise routine, you will not only improve your health and increase your energy levels, but you will also feel more confident and empowered in your daily activities. How motivated do you feel to make this positive change in your life?""",Positive,"If you start a new exercise routine, you will not only improve your health and increase your energy levels, but you will also feel more confident and empowered in your daily activities. How motivated do you feel to make this positive change in your life?","1 $$The query is framed positively, as it emphasizes the potential benefits and positive outcomes of starting a new exercise routine, such as improved health, increased energy levels, and enhanced confidence and empowerment in daily activities.$$"
15,e63dcaaf,Health,"Framing Question: 

""If you were informed that a new study found that 70% of people who followed a certain diet experienced negative health outcomes, would you still consider trying that diet, or would you prefer to stick with your current eating habits?""",Negative,"If you were informed that a new study found that 70% of people who followed a certain diet experienced negative health outcomes, would you still consider trying that diet, or would you prefer to stick with your current eating habits?","0 $$The query is framed negatively as it emphasizes the negative health outcomes experienced by 70% of people who followed the certain diet, which could lead to loss aversion and deter the person from trying the new diet.$$"
16,d3c6fe03,Health,"Sure! Here’s a positively framed question for the category 'Health':

""If a new health program is introduced, research shows that participants experience a 90% improvement in their overall well-being. How likely are you to enroll in this program to enhance your health and happiness?""",Positive,"If a new health program is introduced, research shows that participants experience a 90% improvement in their overall well-being. How likely are you to enroll in this program to enhance your health and happiness?",1 $$The query is framed positively because it emphasizes the potential gains and positive outcomes (90% improvement in overall well-being) for participants enrolling in the new health program.$$
17,d3c6fe03,Health,"Framing Question: 

""If you knew that failing to exercise regularly could lead to increased risks of heart disease, obesity, and diabetes over the next five years, would you reconsider your current activity level?""",Negative,"If you knew that failing to exercise regularly could lead to increased risks of heart disease, obesity, and diabetes over the next five years, would you reconsider your current activity level?","0 $$The query is framed negatively as it highlights potential losses and negative outcomes (heart disease, obesity, and diabetes) associated with not exercising regularly.$$"
18,ad50a6b7,Health,"Sure! Here’s a positively framed question in the health category:

""Imagine a new health initiative that has been introduced in your community. This program has successfully helped 80% of participants improve their overall well-being and happiness. How likely are you to support and participate in this health initiative?""",Positive,Imagine a new health initiative that has been introduced in your community. This program has successfully helped 80% of participants improve their overall well-being and happiness. How likely are you to support and participate in this health initiative?,"1 $$The query is framed positively, as it highlights the successful outcomes of the health initiative, specifically the improvement in overall well-being and happiness for 80% of participants. This positive emphasis encourages support and participation in the program.$$"
19,ad50a6b7,Health,"Framing Question (Negative): 

""If you choose not to get vaccinated against the flu this season, there is a 70% chance you could contract the virus, which can lead to serious health complications, prolonged illness, and even hospitalization. Would you still decide to skip the vaccine?""",Negative,"If you choose not to get vaccinated against the flu this season, there is a 70% chance you could contract the virus, which can lead to serious health complications, prolonged illness, and even hospitalization. Would you still decide to skip the vaccine?","0 $$The query is framed negatively as it emphasizes the potential risks and negative consequences of not getting vaccinated against the flu, such as a 70% chance of contracting the virus, serious health complications, prolonged illness, and even hospitalization.$$"
20,3dfdd539,Education,"**Framing Question (Positive):**

""If you had the opportunity to invest in a program that guarantees students will achieve excellent academic outcomes, how likely would you be to support this initiative?""",Positive,"If you had the opportunity to invest in a program that guarantees students will achieve excellent academic outcomes, how likely would you be to support this initiative?","1 $$The query is framed positively as it emphasizes the guarantee of excellent academic outcomes for students, which is a desirable and positive result.$$

Context: In prospect theory, framing refers to the way a situation is presented or described, which can influence decision-making. A positive frame emphasizes the potential gains or benefits, while a negative frame emphasizes potential losses or costs. This query is framed positively as it highlights the potential gain of excellent academic outcomes for students."
21,3dfdd539,Education,"Framing Question (Negative): 

""Imagine you are considering enrolling in a new educational program. You could either face the possibility of failing to meet the program's rigorous requirements, which could result in wasting your time and money, or take the safe route and miss out on an opportunity for personal growth and advancement. How do you feel about the risks associated with pursuing this educational opportunity?""",Negative,"Imagine you are considering enrolling in a new educational program. You could either face the possibility of failing to meet the program's rigorous requirements, which could result in wasting your time and money, or take the safe route and miss out on an opportunity for personal growth and advancement. How do you feel about the risks associated with pursuing this educational opportunity?","0 $$The query is framed negatively as it emphasizes the potential losses and risks associated with the educational program, such as wasting time and money, rather than the potential benefits and positive outcomes.$$"
22,3a8218e5,Education,"**Framing Question (Positive Framing):**

""Imagine you have the opportunity to enroll in a new educational program that promises to enhance your skills and open up exciting career opportunities. How likely are you to take advantage of this chance to invest in your future and reach your professional goals?""",Positive,Imagine you have the opportunity to enroll in a new educational program that promises to enhance your skills and open up exciting career opportunities. How likely are you to take advantage of this chance to invest in your future and reach your professional goals?,"1 $$The query is framed positively as it emphasizes the potential benefits and gains of enrolling in the educational program, such as enhancing skills, opening up exciting career opportunities, investing in the future, and reaching professional goals.$$"
23,3a8218e5,Education,"**Framing Question (Negative):**

""Imagine a new education policy that reduces funding for arts programs in schools. How do you feel about the potential loss of creativity and critical thinking skills among students if these programs were cut?""",Negative,Imagine a new education policy that reduces funding for arts programs in schools. How do you feel about the potential loss of creativity and critical thinking skills among students if these programs were cut?,"0 $$The query is framed negatively as it highlights the potential loss of creativity and critical thinking skills among students, which are considered as negative consequences of the proposed education policy.$$"
24,a68a7ad4,Education,"Framing Question (Positive): 

""Imagine a new educational program that guarantees students a 90% success rate in mastering essential skills by the end of the year. How likely would you be to enroll your child in this program?""",Positive,Imagine a new educational program that guarantees students a 90% success rate in mastering essential skills by the end of the year. How likely would you be to enroll your child in this program?,1 $$The query is framed positively. It emphasizes the high success rate (90%) in mastering essential skills as a gain and a positive outcome for the students enrolling in the program.$$
25,a68a7ad4,Education,"Framing Question (Negative): 

""If you choose to enroll in this new educational program, you may face substantial financial debt that could hinder your ability to achieve other life goals. Would you still proceed with the enrollment, knowing the potential long-term negative impact on your financial stability?""",Negative,"If you choose to enroll in this new educational program, you may face substantial financial debt that could hinder your ability to achieve other life goals. Would you still proceed with the enrollment, knowing the potential long-term negative impact on your financial stability?","0 $$The query is framed negatively, as it highlights the potential financial debt and long-term negative impact on financial stability, which could hinder the achievement of other life goals.$$"
26,8fa4740b,Education,"Framing Question (Positive):

""Imagine a new program at your school that increases student engagement and learning outcomes by providing personalized tutoring for each student. How excited would you be to participate in this program knowing it can lead to higher grades and a more fulfilling learning experience?""",Positive,Imagine a new program at your school that increases student engagement and learning outcomes by providing personalized tutoring for each student. How excited would you be to participate in this program knowing it can lead to higher grades and a more fulfilling learning experience?,"1 $$The query is framed positively, as it emphasizes the potential gains and positive outcomes, such as increased student engagement, improved learning outcomes, personalized tutoring, higher grades, and a more fulfilling learning experience.$$"
27,8fa4740b,Education,"**Framing Question (Negative):**

""If you choose to not pursue higher education, how likely do you believe you are to remain stuck in a low-paying job without significant opportunities for advancement or personal growth?""",Negative,"If you choose to not pursue higher education, how likely do you believe you are to remain stuck in a low-paying job without significant opportunities for advancement or personal growth?","0 $$The query is framed negatively, as it emphasizes the potential negative consequences (remaining stuck in a low-paying job without significant opportunities for advancement or personal growth) of not pursuing higher education.$$"
28,170f3a10,Education,"Sure! Here's a positively framed question related to education:

**""Imagine your child attends a school where 90% of the students graduate successfully and go on to pursue higher education. How likely would you be to choose this school for your child?""**",Positive,Imagine your child attends a school where 90% of the students graduate successfully and go on to pursue higher education. How likely would you be to choose this school for your child?,"1 $$The query is framed positively, as it emphasizes the high likelihood of success and the potential for students to pursue higher education, which are both positive outcomes.$$"
29,170f3a10,Education,"Framing Question: 

""If you choose not to invest in further education, what do you think will happen to your career prospects? Will you risk stagnating in your current job without the necessary skills and knowledge, potentially missing out on promotions and higher earning opportunities?""",Negative,"If you choose not to invest in further education, what do you think will happen to your career prospects? Will you risk stagnating in your current job without the necessary skills and knowledge, potentially missing out on promotions and higher earning opportunities?","0 $$The query is framed negatively as it focuses on potential losses and missed opportunities associated with not investing in further education, such as stagnating in a current job, missing out on promotions, and losing higher earning opportunities.$$"
30,bf590cdd,Environment,"Sure! Here's a positively framed question for the category 'Environment':

""Imagine a community that has successfully implemented a new recycling program, leading to a cleaner neighborhood and a thriving ecosystem. How do you feel about the positive impact this initiative has on your local environment and the benefits it brings to your community’s health and well-being?""",Positive,"Imagine a community that has successfully implemented a new recycling program, leading to a cleaner neighborhood and a thriving ecosystem. How do you feel about the positive impact this initiative has on your local environment and the benefits it brings to your community’s health and well-being?","1 $$The query is framed positively as it emphasizes the gains and positive outcomes of the recycling program, such as a cleaner neighborhood, a thriving ecosystem, and improved community health and well-being.$$"
31,bf590cdd,Environment,"Framing Question (Negative Framing): 

""If we do not take immediate action to reduce carbon emissions, we could face irreversible damage to our planet, resulting in widespread ecological disasters and the loss of countless species. How concerned are you about the dire consequences of inaction on climate change?""",Negative,"If we do not take immediate action to reduce carbon emissions, we could face irreversible damage to our planet, resulting in widespread ecological disasters and the loss of countless species. How concerned are you about the dire consequences of inaction on climate change?","0 $$The query is framed negatively as it focuses on the potential losses and dire consequences of inaction on climate change, such as irreversible damage to our planet, widespread ecological disasters, and the loss of countless species.$$"
32,f377130d,Environment,"**Framing Question (Positive):**

Imagine that a new community project is being implemented to plant trees in your local parks. This initiative is expected to enhance air quality, provide shade, and create beautiful green spaces for everyone to enjoy. How likely are you to support this project? Would you consider participating in the planting activities?",Positive,"Imagine that a new community project is being implemented to plant trees in your local parks. This initiative is expected to enhance air quality, provide shade, and create beautiful green spaces for everyone to enjoy. How likely are you to support this project? Would you consider participating in the planting activities?","1 $$The query is framed positively as it highlights the potential benefits of the community project, such as improving air quality, providing shade, and creating beautiful green spaces for everyone to enjoy. The query also presents an opportunity for participation in the planting activities, which can be seen as a positive action.$$"
33,f377130d,Environment,"Framing Question (Negative): 

""If we fail to implement strict environmental regulations now, how much will biodiversity loss and pollution damage our planet and future generations?""",Negative,"If we fail to implement strict environmental regulations now, how much will biodiversity loss and pollution damage our planet and future generations?","0 $$The query is framed negatively, as it focuses on potential losses and negative outcomes related to biodiversity and pollution, should strict environmental regulations not be implemented.$$"
34,16c3cbec,Environment,"Framing Question: 

""When considering environmental conservation efforts, would you prefer to support a program that successfully protects and preserves 1,000 acres of pristine forest, contributing to cleaner air and the preservation of wildlife, or one that does not have any specific large-scale conservation achievements this year?""",Positive,"When considering environmental conservation efforts, would you prefer to support a program that successfully protects and preserves 1,000 acres of pristine forest, contributing to cleaner air and the preservation of wildlife, or one that does not have any specific large-scale conservation achievements this year?","1 $$The query is framed positively as it emphasizes the successful protection and preservation of 1,000 acres of pristine forest, cleaner air, and the preservation of wildlife, highlighting the positive outcomes and gains from supporting the program.$$"
35,16c3cbec,Environment,"Framing Question (Negative):

""If we do not take immediate action to reduce plastic waste, how many more marine animals do you believe will suffer and die in our oceans in the next five years?""",Negative,"If we do not take immediate action to reduce plastic waste, how many more marine animals do you believe will suffer and die in our oceans in the next five years?",0 $$The query is framed negatively as it highlights the potential losses (suffering and death of marine animals) if immediate action is not taken to reduce plastic waste.$$
36,0753de7f,Environment,"**Framing Question (Positive):**

""Imagine a new initiative that promotes renewable energy sources in your community. Would you support a program that aims to reduce carbon emissions by 50% over the next decade, leading to cleaner air and a healthier environment for future generations?""",Positive,"Imagine a new initiative that promotes renewable energy sources in your community. Would you support a program that aims to reduce carbon emissions by 50% over the next decade, leading to cleaner air and a healthier environment for future generations?","1 $$The query is framed positively as it emphasizes gains such as reducing carbon emissions by 50%, cleaner air, and a healthier environment for future generations, which are all positive outcomes.$$"
37,0753de7f,Environment,"Framing Question (Negative): 

""If we fail to act on climate change, what do you think will be the most devastating consequence for our planet's ecosystem: the extinction of numerous species or the dire increase in natural disasters like hurricanes and wildfires?""",Negative,"If we fail to act on climate change, what do you think will be the most devastating consequence for our planet's ecosystem: the extinction of numerous species or the dire increase in natural disasters like hurricanes and wildfires?","0 $$The query is framed negatively as it focuses on potential losses and adverse consequences, such as species extinction and increased natural disasters, if we fail to act on climate change.$$"
38,b0379af8,Environment,"Sure! Here’s a positively framed question related to the environment:

**""Imagine that by choosing to reduce your plastic usage, you could help create a cleaner and healthier planet for future generations. How likely are you to adopt more eco-friendly habits in your daily life to contribute to this positive change?""**",Positive,"Imagine that by choosing to reduce your plastic usage, you could help create a cleaner and healthier planet for future generations. How likely are you to adopt more eco-friendly habits in your daily life to contribute to this positive change?","1 $$The query is framed positively, as it emphasizes the potential gains and positive outcomes of reducing plastic usage and adopting eco-friendly habits. By focusing on the benefits of these actions, such as creating a cleaner and healthier planet for future generations, the query presents a positive frame that encourages individuals to consider adopting more sustainable behaviors.$$"
39,b0379af8,Environment,"**Framing Question:**

""If we do not take immediate action to reduce plastic waste, what damage might we be causing to marine ecosystems over the next decade?"" 

This question highlights the potential negative consequences of inaction, emphasizing the threat to the environment and the urgency of addressing plastic waste.",Negative,"If we do not take immediate action to reduce plastic waste, what damage might we be causing to marine ecosystems over the next decade?","0 $$The query is framed negatively as it focuses on potential damage and negative consequences of inaction, which aligns with the loss-aversion aspect of prospect theory.$$"
40,651113c0,Employment,"**Framing Question (Positive Framing in Employment):**

Imagine you have the opportunity to work for a company that promotes professional growth and provides comprehensive training programs. You will be part of a vibrant team that celebrates achievements and fosters a supportive work environment. How likely are you to accept this exciting job offer? 

1. Very likely
2. Somewhat likely
3. Neutral
4. Somewhat unlikely
5. Very unlikely",Positive,Imagine you have the opportunity to work for a company that promotes professional growth and provides comprehensive training programs. You will be part of a vibrant team that celebrates achievements and fosters a supportive work environment. How likely are you to accept this exciting job offer? 1. Very likely 2. Somewhat likely 3. Neutral 4. Somewhat unlikely 5. Very unlikely,"1 $$The query is framed positively as it highlights the benefits and positive aspects of working for the company, such as professional growth, comprehensive training programs, a vibrant team, celebration of achievements, and a supportive work environment.$$"
41,651113c0,Employment,"**Framing Question (Negative):**

""If your company implements a new policy that requires all employees to work an additional five hours each week without any extra pay, how would you feel about the negative impact this will have on your work-life balance and overall job satisfaction?""",Negative,"If your company implements a new policy that requires all employees to work an additional five hours each week without any extra pay, how would you feel about the negative impact this will have on your work-life balance and overall job satisfaction?","0 $$The query is framed negatively as it highlights the negative impact of the new policy on work-life balance and job satisfaction, focusing on potential losses rather than gains.$$"
42,dc517357,Employment,"**Framing Question (Positive):**

Imagine your company has implemented a new wellness program that aims to enhance employee satisfaction and productivity. How likely are you to participate in this program, knowing that it will provide you with additional resources for personal and professional growth, such as health workshops, fitness classes, and mental health support? 

**Response Options:**
1. Very likely
2. Somewhat likely
3. Neutral
4. Somewhat unlikely
5. Very unlikely",Positive,"Imagine your company has implemented a new wellness program that aims to enhance employee satisfaction and productivity. How likely are you to participate in this program, knowing that it will provide you with additional resources for personal and professional growth, such as health workshops, fitness classes, and mental health support? 1. Very likely 2. Somewhat likely 3. Neutral 4. Somewhat unlikely 5. Very unlikely","1 $$The query is framed positively as it emphasizes the potential benefits and positive outcomes of participating in the wellness program, such as additional resources for personal and professional growth, health workshops, fitness classes, and mental health support.$$"
43,dc517357,Employment,"Sure! Here's a negative framing question related to employment:

**""If you are considering a job opportunity in sales, would you be more inclined to accept a position that has a high turnover rate, where many employees leave within the first six months due to dissatisfaction and a lack of support, or would you prefer to pass on this offer and continue searching for positions with a more stable and supportive work environment?""**",Negative,"If you are considering a job opportunity in sales, would you be more inclined to accept a position that has a high turnover rate, where many employees leave within the first six months due to dissatisfaction and a lack of support, or would you prefer to pass on this offer and continue searching for positions with a more stable and supportive work environment?","0 $$The query presents a negative framing by highlighting the potential downsides of the job opportunity in sales, such as high turnover rate, dissatisfaction, and lack of support. The alternative option of continuing the job search for a more stable and supportive work environment is framed as a more positive and desirable choice.$$"
44,1be7f9fc,Employment,"**Framing Question (Positive):**

""Imagine you are considering a new job opportunity that offers a competitive salary, a supportive work environment, and excellent career advancement potential. How excited are you about the prospect of joining this dynamic team and contributing to innovative projects?""",Positive,"Imagine you are considering a new job opportunity that offers a competitive salary, a supportive work environment, and excellent career advancement potential. How excited are you about the prospect of joining this dynamic team and contributing to innovative projects?","1 $$The query is framed positively as it highlights potential gains, such as a competitive salary, a supportive work environment, and excellent career advancement potential. Additionally, it emphasizes the opportunity to join a dynamic team and contribute to innovative projects, which are also positive aspects of the job opportunity.$$"
45,1be7f9fc,Employment,"Framing Question (Negative Framing):

""If your company were to cut 20% of its workforce, would you prefer to see your colleagues lose their jobs based on performance reviews or through random selection?""",Negative,"If your company were to cut 20% of its workforce, would you prefer to see your colleagues lose their jobs based on performance reviews or through random selection?","0 $$The query is framed negatively as it presents a scenario of job losses, which is generally perceived as a negative outcome.$$"
46,63dbd3f4,Employment,"Framing Question (Positive): 

""If you receive a promotion at your job, will you be excited to take on new challenges and enjoy a higher salary, enhancing both your skills and your financial stability?""",Positive,"If you receive a promotion at your job, will you be excited to take on new challenges and enjoy a higher salary, enhancing both your skills and your financial stability?","1 $$The query is framed positively as it focuses on the potential gains and positive outcomes, such as taking on new challenges, enjoying a higher salary, enhancing skills, and improving financial stability, which aligns with the gain-seeking behavior in prospect theory.$$"
47,63dbd3f4,Employment,"**Framing Question (Negative):**

""If your company decides to implement a new policy that requires all employees to work an extra hour each day without additional pay, how would you feel about the increased pressure and potential burnout this may cause among your team?""",Negative,"If your company decides to implement a new policy that requires all employees to work an extra hour each day without additional pay, how would you feel about the increased pressure and potential burnout this may cause among your team?","0 $$The query is framed negatively as it highlights the potential negative consequences of the new policy, such as increased pressure and potential burnout among employees.$$"
48,471c8267,Employment,"Framing Question: ""Imagine your company is offering a new career development program that guarantees opportunities for skill enhancement and professional growth. How excited would you be to participate in this program that promises to enhance your career prospects?""",Positive,Imagine your company is offering a new career development program that guarantees opportunities for skill enhancement and professional growth. How excited would you be to participate in this program that promises to enhance your career prospects?,"1 $$The query is framed positively, as it emphasizes gains and positive outcomes such as opportunities for skill enhancement and professional growth, as well as enhancing career prospects.$$"
49,471c8267,Employment,"**Framing Question (Negative Framing):**

""Imagine you are offered a job that pays $50,000 a year, but you find out that 25% of employees in similar positions are laid off within the first year. Would you still consider accepting this job opportunity?""",Negative,"Imagine you are offered a job that pays $50,000 a year, but you find out that 25% of employees in similar positions are laid off within the first year. Would you still consider accepting this job opportunity?","0 $$The query is framed negatively. Despite the initial offer of a $50,000 annual salary, the mention of a 25% layoff rate within the first year introduces a potential loss, which is a negative frame according to prospect theory.$$"
50,8ef2c97e,Consumer Products,"**Framing Question:**

""Imagine you are browsing in a store and come across a new brand of organic snack bars. These bars are made from all-natural ingredients and are marketed as a delicious way to boost your energy throughout the day. Would you be more likely to purchase these snack bars knowing that they are not only a healthier choice but also come in a variety of delightful flavors that promote well-being?""",Positive,Imagine you are browsing in a store and come across a new brand of organic snack bars. These bars are made from all-natural ingredients and are marketed as a delicious way to boost your energy throughout the day. Would you be more likely to purchase these snack bars knowing that they are not only a healthier choice but also come in a variety of delightful flavors that promote well-being?,"1 $$The query is framed positively as it emphasizes the benefits of purchasing the organic snack bars, such as their natural ingredients, health benefits, energy boost, and delightful flavors that promote well-being.$$"
51,8ef2c97e,Consumer Products,"Framing Question (Negative): 

""Imagine you are considering purchasing a new smartphone. You come across a model that has received multiple reports of battery issues, leading to frequent malfunctions. Would you still choose to buy this smartphone, or would you look for a more reliable option?""",Negative,"Imagine you are considering purchasing a new smartphone. You come across a model that has received multiple reports of battery issues, leading to frequent malfunctions. Would you still choose to buy this smartphone, or would you look for a more reliable option?","0 $$The query presents the potential purchase of a smartphone with known battery issues as a negative outcome, which could be perceived as a loss in terms of reliability and satisfaction. This framing is consistent with the loss-aversion aspect of prospect theory, where losses are felt more strongly than gains of an equivalent amount.$$"
52,152825aa,Consumer Products,"Sure! Here’s a positively framed question related to consumer products:

""Imagine you have the opportunity to purchase a new eco-friendly detergent that works effectively on all types of stains and is made from 100% natural ingredients. By choosing this product, you not only enhance your cleaning power but also contribute to a healthier planet. How likely are you to choose this eco-friendly detergent for your laundry needs?""",Positive,"Imagine you have the opportunity to purchase a new eco-friendly detergent that works effectively on all types of stains and is made from 100% natural ingredients. By choosing this product, you not only enhance your cleaning power but also contribute to a healthier planet. How likely are you to choose this eco-friendly detergent for your laundry needs?","1 $$The query is framed positively as it emphasizes the benefits and positive outcomes of choosing the eco-friendly detergent, such as enhanced cleaning power and contributing to a healthier planet.$$"
